year,state,county_name,poverty,median_income
2004,US,United States,37039804,44334
2004,AL,Alabama,717483,37062
2004,AL,Autauga County,5627,45379
2004,AL,Baldwin County,16089,42227
2004,AL,Barbour County,6109,26495
2004,AL,Bibb County,3476,34055
2004,AL,Blount County,6844,38643
2004,AL,Bullock County,2887,20485
2004,AL,Butler County,4310,27244
2004,AL,Calhoun County,18663,34813
2004,AL,Chambers County,6030,30573
2004,AL,Cherokee County,3914,33564
2004,AL,Chilton County,6137,35507
2004,AL,Choctaw County,2968,27690
2004,AL,Clarke County,5633,28776
2004,AL,Clay County,1913,31194
2004,AL,Cleburne County,2116,34128
2004,AL,Coffee County,6374,37066
2004,AL,Colbert County,7963,34575
2004,AL,Conecuh County,3044,24334
2004,AL,Coosa County,1553,30173
2004,AL,Covington County,6834,29237
2004,AL,Crenshaw County,2527,28909
2004,AL,Cullman County,10883,35150
2004,AL,Dale County,7884,34065
2004,AL,Dallas County,12053,24949
2004,AL,DeKalb County,10523,32286
2004,AL,Elmore County,8516,43645
2004,AL,Escambia County,7243,29330
2004,AL,Etowah County,16432,32727
2004,AL,Fayette County,3133,30595
2004,AL,Franklin County,5427,29234
2004,AL,Geneva County,4631,28787
2004,AL,Greene County,2544,22439
2004,AL,Hale County,3770,26841
2004,AL,Henry County,2825,32441
2004,AL,Houston County,14749,36616
2004,AL,Jackson County,8161,33733
2004,AL,Jefferson County,99413,38520
2004,AL,Lamar County,2492,29337
2004,AL,Lauderdale County,13988,35166
2004,AL,Lawrence County,5067,34998
2004,AL,Lee County,19031,34660
2004,AL,Limestone County,8657,41830
2004,AL,Lowndes County,3332,24967
2004,AL,Macon County,5786,23378
2004,AL,Madison County,34058,49441
2004,AL,Marengo County,4637,29138
2004,AL,Marion County,5237,28781
2004,AL,Marshall County,13378,34855
2004,AL,Mobile County,79110,33191
2004,AL,Monroe County,4366,30228
2004,AL,Montgomery County,40905,35680
2004,AL,Morgan County,15741,40978
2004,AL,Perry County,3285,21640
2004,AL,Pickens County,4161,27737
2004,AL,Pike County,6155,28077
2004,AL,Randolph County,3575,30973
2004,AL,Russell County,9455,29680
2004,AL,St. Clair County,9264,41086
2004,AL,Shelby County,11854,61972
2004,AL,Sumter County,3858,21189
2004,AL,Talladega County,13778,34418
2004,AL,Tallapoosa County,6763,31464
2004,AL,Tuscaloosa County,27862,36598
2004,AL,Walker County,11206,32634
2004,AL,Washington County,3214,32147
2004,AL,Wilcox County,3904,19682
2004,AL,Winston County,4168,28764
2004,AK,Alaska,64660,52141
2004,AK,Aleutians East Borough,346,39828
2004,AK,Aleutians West Census Area,392,50670
2004,AK,Anchorage Borough,23766,56604
2004,AK,Bethel Census Area,3481,36057
2004,AK,Bristol Bay Borough,85,57963
2004,AK,Denali Borough,109,55983
2004,AK,Dillingham Census Area,863,40449
2004,AK,Fairbanks North Star Borough,6700,53085
2004,AK,Haines Borough,245,40150
2004,AK,Juneau Borough,2295,60195
2004,AK,Kenai Peninsula Borough,4912,48474
2004,AK,Ketchikan Gateway Borough,1102,51328
2004,AK,Kodiak Island Borough,1106,52734
2004,AK,Lake and Peninsula Borough,260,31869
2004,AK,Matanuska-Susitna Borough,7753,56084
2004,AK,Nome Census Area,1664,40010
2004,AK,North Slope Borough,852,58761
2004,AK,Northwest Arctic Borough,1366,42226
2004,AK,Prince of Wales-Outer Ketchikan Census Area,789,36555
2004,AK,Sitka Borough,680,51494
2004,AK,Skagway-Hoonah-Angoon Census Area,349,40614
2004,AK,Southeast Fairbanks Census Area,885,44889
2004,AK,Valdez-Cordova Census Area,887,51062
2004,AK,Wade Hampton Census Area,1959,27077
2004,AK,Wrangell-Petersburg Census Area,602,46189
2004,AK,Yakutat Borough,69,42353
2004,AK,Yukon-Koyukuk Census Area,1142,30930
2004,AZ,Arizona,853587,43696
2004,AZ,Apache County,20387,26592
2004,AZ,Cochise County,20661,36585
2004,AZ,Coconino County,19990,40040
2004,AZ,Gila County,9231,33412
2004,AZ,Graham County,6631,31387
2004,AZ,Greenlee County,932,43095
2004,AZ,La Paz County,3774,26722
2004,AZ,Maricopa County,479545,48304
2004,AZ,Mohave County,28500,34126
2004,AZ,Navajo County,25228,31554
2004,AZ,Pima County,141318,38687
2004,AZ,Pinal County,32345,40255
2004,AZ,Santa Cruz County,7990,32901
2004,AZ,Yavapai County,24640,37309
2004,AZ,Yuma County,32413,34230
2004,AR,Arkansas,424576,35295
2004,AR,Arkansas County,3325,33764
2004,AR,Ashley County,4143,33039
2004,AR,Baxter County,5339,31300
2004,AR,Benton County,17691,47431
2004,AR,Boone County,5097,32721
2004,AR,Bradley County,2427,27661
2004,AR,Calhoun County,18663,34813
2004,AR,Carroll County,3836,29437
2004,AR,Chicot County,3469,22319
2004,AR,Clark County,3600,30681
2004,AR,Clay County,1913,31194
2004,AR,Cleburne County,2116,34128
2004,AR,Cleveland County,1288,36335
2004,AR,Columbia County,4685,30193
2004,AR,Conway County,3319,32865
2004,AR,Craighead County,13126,35418
2004,AR,Crawford County,8244,36527
2004,AR,Crittenden County,11303,31381
2004,AR,Cross County,3605,30771
2004,AR,Dallas County,12053,24949
2004,AR,Desha County,3332,25470
2004,AR,Drew County,3403,30282
2004,AR,Faulkner County,11844,41297
2004,AR,Franklin County,5427,29234
2004,AR,Fulton County,2091,27239
2004,AR,Garland County,14276,32687
2004,AR,Grant County,1902,40777
2004,AR,Greene County,2544,22439
2004,AR,Hempstead County,4362,28521
2004,AR,Hot Spring County,4594,33710
2004,AR,Howard County,2162,29555
2004,AR,Independence County,5018,33823
2004,AR,Izard County,2226,27309
2004,AR,Jackson County,8161,33733
2004,AR,Jefferson County,99413,38520
2004,AR,Johnson County,3857,30192
2004,AR,Lafayette County,1753,25966
2004,AR,Lawrence County,5067,34998
2004,AR,Lee County,19031,34660
2004,AR,Lincoln County,2472,30087
2004,AR,Little River County,1999,31054
2004,AR,Logan County,3714,30878
2004,AR,Lonoke County,6405,44551
2004,AR,Madison County,34058,49441
2004,AR,Marion County,5237,28781
2004,AR,Miller County,7234,33112
2004,AR,Mississippi County,10473,28638
2004,AR,Monroe County,4366,30228
2004,AR,Montgomery County,40905,35680
2004,AR,Nevada County,1757,29333
2004,AR,Newton County,1639,26925
2004,AR,Ouachita County,4890,30731
2004,AR,Perry County,3285,21640
2004,AR,Phillips County,6867,23132
2004,AR,Pike County,6155,28077
2004,AR,Poinsett County,5087,28618
2004,AR,Polk County,3684,27143
2004,AR,Pope County,8619,34109
2004,AR,Prairie County,1365,31292
2004,AR,Pulaski County,53651,40499
2004,AR,Randolph County,3575,30973
2004,AR,St. Francis County,6383,26428
2004,AR,Saline County,8202,46508
2004,AR,Scott County,2029,27384
2004,AR,Searcy County,1639,22910
2004,AR,Sebastian County,17839,36863
2004,AR,Sevier County,2814,29876
2004,AR,Sharp County,3140,26618
2004,AR,Stone County,2076,24731
2004,AR,Union County,7710,32721
2004,AR,Van Buren County,2773,28249
2004,AR,Washington County,3214,32147
2004,AR,White County,10227,35052
2004,AR,Woodruff County,1920,24352
2004,AR,Yell County,3193,30076
2004,CA,California,4681645,49894
2004,CA,Alameda County,158587,57659
2004,CA,Alpine County,153,42827
2004,CA,Amador County,2997,47459
2004,CA,Butte County,31826,34891
2004,CA,Calaveras County,4323,46052
2004,CA,Colusa County,2431,38350
2004,CA,Contra Costa County,78512,65459
2004,CA,Del Norte County,4779,31502
2004,CA,El Dorado County,12126,56629
2004,CA,Fresno County,170457,36930
2004,CA,Glenn County,3940,34883
2004,CA,Humboldt County,19295,33281
2004,CA,Imperial County,26890,33674
2004,CA,Inyo County,1895,38853
2004,CA,Kern County,129287,38689
2004,CA,Kings County,21396,38238
2004,CA,Lake County,10067,32757
2004,CA,Lassen County,4002,39143
2004,CA,Los Angeles County,1640167,43518
2004,CA,Madera County,24064,37881
2004,CA,Marin County,16556,67731
2004,CA,Mariposa County,1973,37355
2004,CA,Mendocino County,12503,36624
2004,CA,Merced County,40505,38792
2004,CA,Modoc County,1429,29526
2004,CA,Mono County,1031,48083
2004,CA,Monterey County,50686,46971
2004,CA,Napa County,10036,53184
2004,CA,Nevada County,1757,29333
2004,CA,Orange County,300866,58605
2004,CA,Placer County,17543,64642
2004,CA,Plumas County,2092,41309
2004,CA,Riverside County,229043,46885
2004,CA,Sacramento County,183173,47215
2004,CA,San Benito County,4866,57595
2004,CA,San Bernardino County,295608,43179
2004,CA,San Diego County,308791,51939
2004,CA,San Francisco County,84862,51815
2004,CA,San Joaquin County,90952,44814
2004,CA,San Luis Obispo County,25038,46225
2004,CA,San Mateo County,45963,65425
2004,CA,Santa Barbara County,48475,46706
2004,CA,Santa Clara County,141085,68842
2004,CA,Santa Cruz County,7990,32901
2004,CA,Shasta County,23808,37696
2004,CA,Sierra County,309,37599
2004,CA,Siskiyou County,6775,32531
2004,CA,Solano County,34400,57728
2004,CA,Sonoma County,38637,53645
2004,CA,Stanislaus County,67834,43072
2004,CA,Sutter County,10659,41289
2004,CA,Tehama County,8759,34520
2004,CA,Trinity County,1908,30307
2004,CA,Tulare County,84862,34809
2004,CA,Tuolumne County,6069,41067
2004,CA,Ventura County,73267,59379
2004,CA,Yolo County,19891,44810
2004,CA,Yuba County,10263,34493
2004,CO,Colorado,466804,50105
2004,CO,Adams County,42902,50229
2004,CO,Alamosa County,2757,31587
2004,CO,Arapahoe County,43291,55615
2004,CO,Archuleta County,1258,40592
2004,CO,Baca County,624,26580
2004,CO,Bent County,972,27569
2004,CO,Boulder County,26824,57908
2004,CO,Broomfield County,2263,65375
2004,CO,Chaffee County,1809,37226
2004,CO,Cheyenne County,223,36563
2004,CO,Clear Creek County,616,58677
2004,CO,Conejos County,1624,27077
2004,CO,Costilla County,767,22165
2004,CO,Crowley County,947,24435
2004,CO,Custer County,413,40332
2004,CO,Delta County,3661,35280
2004,CO,Denver County,83596,41767
2004,CO,Dolores County,208,32357
2004,CO,Douglas County,9237,94658
2004,CO,Eagle County,2837,59037
2004,CO,Elbert County,1240,69631
2004,CO,El Paso County,57004,50312
2004,CO,Fremont County,5485,35129
2004,CO,Garfield County,4046,50119
2004,CO,Gilpin County,276,54194
2004,CO,Grand County,951,49907
2004,CO,Gunnison County,1519,38979
2004,CO,Hinsdale County,60,38891
2004,CO,Huerfano County,1354,26649
2004,CO,Jackson County,8161,33733
2004,CO,Jefferson County,99413,38520
2004,CO,Kiowa County,157,28851
2004,CO,Kit Carson County,912,33610
2004,CO,Lake County,10067,32757
2004,CO,La Plata County,4737,44078
2004,CO,Larimer County,26041,50911
2004,CO,Las Animas County,2372,31798
2004,CO,Lincoln County,2472,30087
2004,CO,Logan County,3714,30878
2004,CO,Mesa County,13858,40045
2004,CO,Mineral County,84,39725
2004,CO,Moffat County,1266,46102
2004,CO,Montezuma County,3547,34416
2004,CO,Montrose County,4396,40234
2004,CO,Morgan County,15741,40978
2004,CO,Otero County,3396,30298
2004,CO,Ouray County,307,47424
2004,CO,Park County,1269,52684
2004,CO,Phillips County,6867,23132
2004,CO,Pitkin County,680,60662
2004,CO,Prowers County,2369,29647
2004,CO,Pueblo County,24104,35693
2004,CO,Rio Blanco County,531,43501
2004,CO,Rio Grande County,1973,34680
2004,CO,Routt County,1259,54539
2004,CO,Saguache County,1594,23638
2004,CO,San Juan County,77,32057
2004,CO,San Miguel County,568,46891
2004,CO,Sedgwick County,283,27824
2004,CO,Summit County,1455,52220
2004,CO,Teller County,1576,53787
2004,CO,Washington County,3214,32147
2004,CO,Weld County,22221,46241
2004,CO,Yuma County,32413,34230
2004,CT,Connecticut,314619,56617
2004,CT,Fairfield County,75971,60790
2004,CT,Hartford County,91769,54093
2004,CT,Litchfield County,11589,59546
2004,CT,Middlesex County,8882,63949
2004,CT,New Haven County,88635,52591
2004,CT,New London County,19337,54218
2004,CT,Tolland County,7844,62711
2004,CT,Windham County,10592,47306
2004,DE,Delaware,79844,49545
2004,DE,Kent County,16076,44889
2004,DE,New Castle County,45665,54304
2004,DE,Sussex County,18103,41661
2004,DC,District of Columbia,98309,46211
2004,DC,District of Columbia,98309,46211
2004,FL,Florida,2074997,40900
2004,FL,Alachua County,30836,34696
2004,FL,Baker County,2839,41589
2004,FL,Bay County,18777,38972
2004,FL,Bradford County,3457,34104
2004,FL,Brevard County,48247,44248
2004,FL,Broward County,203799,43136
2004,FL,Calhoun County,18663,34813
2004,FL,Charlotte County,12485,37820
2004,FL,Citrus County,14808,33576
2004,FL,Clay County,1913,31194
2004,FL,Collier County,26829,48812
2004,FL,Columbia County,4685,30193
2004,FL,DeSoto County,5542,28638
2004,FL,Dixie County,2384,26999
2004,FL,Duval County,95190,41736
2004,FL,Escambia County,7243,29330
2004,FL,Flagler County,5936,45374
2004,FL,Franklin County,5427,29234
2004,FL,Gadsden County,6878,31070
2004,FL,Gilchrist County,1954,32644
2004,FL,Glades County,1269,31973
2004,FL,Gulf County,1777,32893
2004,FL,Hamilton County,2295,26411
2004,FL,Hardee County,5122,28669
2004,FL,Hendry County,6374,32197
2004,FL,Hernando County,16671,35577
2004,FL,Highlands County,12355,30343
2004,FL,Hillsborough County,132075,44850
2004,FL,Holmes County,3078,28694
2004,FL,Indian River County,11660,41522
2004,FL,Jackson County,8161,33733
2004,FL,Jefferson County,99413,38520
2004,FL,Lafayette County,1753,25966
2004,FL,Lake County,10067,32757
2004,FL,Lee County,19031,34660
2004,FL,Leon County,29772,39562
2004,FL,Levy County,5589,29314
2004,FL,Liberty County,1037,30451
2004,FL,Madison County,34058,49441
2004,FL,Manatee County,29352,41419
2004,FL,Marion County,5237,28781
2004,FL,Martin County,11100,45341
2004,FL,Miami-Dade County,400339,34682
2004,FL,Monroe County,4366,30228
2004,FL,Nassau County,5328,50301
2004,FL,Okaloosa County,15958,45424
2004,FL,Okeechobee County,5112,31332
2004,FL,Orange County,300866,58605
2004,FL,Osceola County,27929,39770
2004,FL,Palm Beach County,125884,44186
2004,FL,Pasco County,45797,38065
2004,FL,Pinellas County,101080,38547
2004,FL,Polk County,3684,27143
2004,FL,Putnam County,12544,30098
2004,FL,St. Johns County,11976,55712
2004,FL,St. Lucie County,27082,39377
2004,FL,Santa Rosa County,13459,46298
2004,FL,Sarasota County,27571,44023
2004,FL,Seminole County,33878,50842
2004,FL,Sumter County,3858,21189
2004,FL,Suwannee County,5805,31744
2004,FL,Taylor County,2872,31784
2004,FL,Union County,7710,32721
2004,FL,Volusia County,53524,37247
2004,FL,Wakulla County,2743,39849
2004,FL,Walton County,5537,37350
2004,FL,Washington County,3214,32147
2004,GA,Georgia,1217686,42679
2004,GA,Appling County,3010,31046
2004,GA,Atkinson County,1576,26720
2004,GA,Bacon County,1843,28270
2004,GA,Baker County,2839,41589
2004,GA,Baldwin County,16089,42227
2004,GA,Banks County,1977,40754
2004,GA,Barrow County,6030,46979
2004,GA,Bartow County,10094,46219
2004,GA,Ben Hill County,3427,28013
2004,GA,Berrien County,2853,31559
2004,GA,Bibb County,3476,34055
2004,GA,Bleckley County,1750,35869
2004,GA,Brantley County,2509,33687
2004,GA,Brooks County,3488,26064
2004,GA,Bryan County,2820,54365
2004,GA,Bulloch County,11521,30045
2004,GA,Burke County,5057,29159
2004,GA,Butts County,2629,40547
2004,GA,Calhoun County,18663,34813
2004,GA,Camden County,5007,44648
2004,GA,Candler County,2141,27441
2004,GA,Carroll County,3836,29437
2004,GA,Catoosa County,6638,42832
2004,GA,Charlton County,1896,29107
2004,GA,Chatham County,38807,38248
2004,GA,Chattahoochee County,1656,35472
2004,GA,Chattooga County,3909,31284
2004,GA,Cherokee County,3914,33564
2004,GA,Clarke County,5633,28776
2004,GA,Clay County,1913,31194
2004,GA,Clayton County,39156,39511
2004,GA,Clinch County,1409,27005
2004,GA,Cobb County,62959,52936
2004,GA,Coffee County,6374,37066
2004,GA,Colquitt County,8681,27983
2004,GA,Columbia County,4685,30193
2004,GA,Cook County,2962,28201
2004,GA,Coweta County,10370,55859
2004,GA,Crawford County,8244,36527
2004,GA,Crisp County,5202,26873
2004,GA,Dade County,1876,36388
2004,GA,Dawson County,1859,50686
2004,GA,Decatur County,6029,28148
2004,GA,DeKalb County,10523,32286
2004,GA,Dodge County,3456,28310
2004,GA,Dooly County,2249,28054
2004,GA,Dougherty County,20626,30526
2004,GA,Douglas County,9237,94658
2004,GA,Early County,2831,26358
2004,GA,Echols County,846,26739
2004,GA,Effingham County,4708,51185
2004,GA,Elbert County,1240,69631
2004,GA,Emanuel County,4846,26040
2004,GA,Evans County,2304,27437
2004,GA,Fannin County,2882,32290
2004,GA,Fayette County,3133,30595
2004,GA,Floyd County,13548,37778
2004,GA,Forsyth County,7684,74379
2004,GA,Franklin County,5427,29234
2004,GA,Fulton County,2091,27239
2004,GA,Gilmer County,3444,36570
2004,GA,Glascock County,379,33009
2004,GA,Glynn County,10725,40233
2004,GA,Gordon County,6046,40344
2004,GA,Grady County,4581,29698
2004,GA,Greene County,2544,22439
2004,GA,Gwinnett County,64119,56395
2004,GA,Habersham County,4463,38407
2004,GA,Hall County,19626,45949
2004,GA,Hancock County,2061,24297
2004,GA,Haralson County,4240,34608
2004,GA,Harris County,2353,52175
2004,GA,Hart County,3378,33801
2004,GA,Heard County,1728,34124
2004,GA,Henry County,2825,32441
2004,GA,Houston County,14749,36616
2004,GA,Irwin County,1707,29954
2004,GA,Jackson County,8161,33733
2004,GA,Jasper County,1828,40290
2004,GA,Jeff Davis County,2286,29599
2004,GA,Jefferson County,99413,38520
2004,GA,Jenkins County,1997,24603
2004,GA,Johnson County,3857,30192
2004,GA,Jones County,2826,45130
2004,GA,Lamar County,2492,29337
2004,GA,Lanier County,1380,29876
2004,GA,Laurens County,8325,33188
2004,GA,Lee County,19031,34660
2004,GA,Liberty County,1037,30451
2004,GA,Lincoln County,2472,30087
2004,GA,Long County,2030,31905
2004,GA,Lowndes County,3332,24967
2004,GA,Lumpkin County,2975,40923
2004,GA,McDuffie County,3861,33185
2004,GA,McIntosh County,1916,31055
2004,GA,Macon County,5786,23378
2004,GA,Madison County,34058,49441
2004,GA,Marion County,5237,28781
2004,GA,Meriwether County,4059,30994
2004,GA,Miller County,7234,33112
2004,GA,Mitchell County,5104,25812
2004,GA,Monroe County,4366,30228
2004,GA,Montgomery County,40905,35680
2004,GA,Morgan County,15741,40978
2004,GA,Murray County,5302,38175
2004,GA,Muscogee County,30327,35130
2004,GA,Newton County,1639,26925
2004,GA,Oconee County,2084,61966
2004,GA,Oglethorpe County,1739,37523
2004,GA,Paulding County,7743,58801
2004,GA,Peach County,4757,34029
2004,GA,Pickens County,4161,27737
2004,GA,Pierce County,2870,32533
2004,GA,Pike County,6155,28077
2004,GA,Polk County,3684,27143
2004,GA,Pulaski County,53651,40499
2004,GA,Putnam County,12544,30098
2004,GA,Quitman County,525,26419
2004,GA,Rabun County,1915,35441
2004,GA,Randolph County,3575,30973
2004,GA,Richmond County,37532,32775
2004,GA,Rockdale County,9180,50818
2004,GA,Schley County,647,33051
2004,GA,Screven County,2953,29029
2004,GA,Seminole County,33878,50842
2004,GA,Spalding County,10305,36072
2004,GA,Stephens County,3863,31638
2004,GA,Stewart County,1103,23588
2004,GA,Sumter County,3858,21189
2004,GA,Talbot County,1269,28830
2004,GA,Taliaferro County,413,23772
2004,GA,Tattnall County,4283,28105
2004,GA,Taylor County,2872,31784
2004,GA,Telfair County,2499,25409
2004,GA,Terrell County,2443,27175
2004,GA,Thomas County,7611,31702
2004,GA,Tift County,7316,32134
2004,GA,Toombs County,5712,27725
2004,GA,Towns County,1179,34767
2004,GA,Treutlen County,1451,25503
2004,GA,Troup County,9548,36438
2004,GA,Turner County,2164,26081
2004,GA,Twiggs County,1807,31782
2004,GA,Union County,7710,32721
2004,GA,Upson County,4662,30946
2004,GA,Walker County,11206,32634
2004,GA,Walton County,5537,37350
2004,GA,Ware County,6531,29413
2004,GA,Warren County,1243,28536
2004,GA,Washington County,3214,32147
2004,GA,Wayne County,4636,33566
2004,GA,Webster County,416,29131
2004,GA,Wheeler County,1327,24491
2004,GA,White County,10227,35052
2004,GA,Whitfield County,10749,41520
2004,GA,Wilcox County,3904,19682
2004,GA,Wilkes County,1786,28386
2004,GA,Wilkinson County,1641,32561
2004,GA,Worth County,3900,32414
2004,HI,Hawaii,112437,51359
2004,HI,Hawaii County,17827,42043
2004,HI,Honolulu County,77687,54714
2004,HI,Kalawao County,.,.
2004,HI,Kauai County,5361,45146
2004,HI,Maui County,11562,49065
2004,ID,Idaho,160788,40509
2004,ID,Ada County,30644,50754
2004,ID,Adams County,42902,50229
2004,ID,Bannock County,9950,38943
2004,ID,Bear Lake County,661,36292
2004,ID,Benewah County,1153,34724
2004,ID,Bingham County,5767,38966
2004,ID,Blaine County,1243,54131
2004,ID,Boise County,744,41566
2004,ID,Bonner County,5273,35852
2004,ID,Bonneville County,10390,46709
2004,ID,Boundary County,1340,34019
2004,ID,Butte County,31826,34891
2004,ID,Camas County,76,37654
2004,ID,Canyon County,21419,39433
2004,ID,Caribou County,716,42210
2004,ID,Cassia County,3118,35023
2004,ID,Clark County,3600,30681
2004,ID,Clearwater County,960,34789
2004,ID,Custer County,413,40332
2004,ID,Elmore County,8516,43645
2004,ID,Franklin County,5427,29234
2004,ID,Fremont County,5485,35129
2004,ID,Gem County,1923,36992
2004,ID,Gooding County,1765,34819
2004,ID,Idaho County,2218,31511
2004,ID,Jefferson County,99413,38520
2004,ID,Jerome County,2586,36165
2004,ID,Kootenai County,12289,41639
2004,ID,Latah County,4137,36346
2004,ID,Lemhi County,999,31153
2004,ID,Lewis County,445,35987
2004,ID,Lincoln County,2472,30087
2004,ID,Madison County,34058,49441
2004,ID,Minidoka County,2476,33739
2004,ID,Nez Perce County,4445,38526
2004,ID,Oneida County,438,36834
2004,ID,Owyhee County,1705,31315
2004,ID,Payette County,2923,36622
2004,ID,Power County,1108,34248
2004,ID,Shoshone County,2114,30280
2004,ID,Teton County,671,45993
2004,ID,Twin Falls County,8586,36891
2004,ID,Valley County,757,42852
2004,ID,Washington County,3214,32147
2004,IL,Illinois,1486115,47711
2004,IL,Adams County,42902,50229
2004,IL,Alexander County,2007,25874
2004,IL,Bond County,1765,39804
2004,IL,Boone County,5097,32721
2004,IL,Brown County,602,37744
2004,IL,Bureau County,3100,43539
2004,IL,Calhoun County,18663,34813
2004,IL,Carroll County,3836,29437
2004,IL,Cass County,1464,37819
2004,IL,Champaign County,22790,39914
2004,IL,Christian County,3717,39839
2004,IL,Clark County,3600,30681
2004,IL,Clay County,1913,31194
2004,IL,Clinton County,2589,48926
2004,IL,Coles County,6873,34374
2004,IL,Cook County,2962,28201
2004,IL,Crawford County,8244,36527
2004,IL,Cumberland County,1122,39509
2004,IL,DeKalb County,10523,32286
2004,IL,De Witt County,1692,43663
2004,IL,Douglas County,9237,94658
2004,IL,DuPage County,55088,66697
2004,IL,Edgar County,2248,37134
2004,IL,Edwards County,637,37731
2004,IL,Effingham County,4708,51185
2004,IL,Fayette County,3133,30595
2004,IL,Ford County,1122,42629
2004,IL,Franklin County,5427,29234
2004,IL,Fulton County,2091,27239
2004,IL,Gallatin County,988,29997
2004,IL,Greene County,2544,22439
2004,IL,Grundy County,2639,59216
2004,IL,Hamilton County,2295,26411
2004,IL,Hancock County,2061,24297
2004,IL,Hardin County,696,30428
2004,IL,Henderson County,827,38403
2004,IL,Henry County,2825,32441
2004,IL,Iroquois County,3059,40971
2004,IL,Jackson County,8161,33733
2004,IL,Jasper County,1828,40290
2004,IL,Jefferson County,99413,38520
2004,IL,Jersey County,1851,45455
2004,IL,Jo Daviess County,1748,43465
2004,IL,Johnson County,3857,30192
2004,IL,Kane County,37975,61246
2004,IL,Kankakee County,12402,43651
2004,IL,Kendall County,3285,76568
2004,IL,Knox County,6661,36358
2004,IL,Lake County,10067,32757
2004,IL,La Salle County,10825,43848
2004,IL,Lawrence County,5067,34998
2004,IL,Lee County,19031,34660
2004,IL,Livingston County,3684,45591
2004,IL,Logan County,3714,30878
2004,IL,McDonough County,4418,32832
2004,IL,McHenry County,13825,70438
2004,IL,McLean County,14941,51176
2004,IL,Macon County,5786,23378
2004,IL,Macoupin County,5090,40195
2004,IL,Madison County,34058,49441
2004,IL,Marion County,5237,28781
2004,IL,Marshall County,13378,34855
2004,IL,Mason County,1769,38260
2004,IL,Massac County,2089,35362
2004,IL,Menard County,1108,51512
2004,IL,Mercer County,1442,46383
2004,IL,Monroe County,4366,30228
2004,IL,Montgomery County,40905,35680
2004,IL,Morgan County,15741,40978
2004,IL,Moultrie County,1183,43571
2004,IL,Ogle County,4665,48508
2004,IL,Peoria County,23293,42705
2004,IL,Perry County,3285,21640
2004,IL,Piatt County,1059,49792
2004,IL,Pike County,6155,28077
2004,IL,Pope County,8619,34109
2004,IL,Pulaski County,53651,40499
2004,IL,Putnam County,12544,30098
2004,IL,Randolph County,3575,30973
2004,IL,Richland County,1938,34738
2004,IL,Rock Island County,17278,40154
2004,IL,St. Clair County,9264,41086
2004,IL,Saline County,8202,46508
2004,IL,Sangamon County,19776,46022
2004,IL,Schuyler County,706,39415
2004,IL,Scott County,2029,27384
2004,IL,Shelby County,11854,61972
2004,IL,Stark County,566,40496
2004,IL,Stephenson County,5124,41846
2004,IL,Tazewell County,10919,49054
2004,IL,Union County,7710,32721
2004,IL,Vermilion County,11863,36233
2004,IL,Wabash County,1475,38937
2004,IL,Warren County,1243,28536
2004,IL,Washington County,3214,32147
2004,IL,Wayne County,4636,33566
2004,IL,White County,10227,35052
2004,IL,Whiteside County,5722,41318
2004,IL,Will County,42183,66417
2004,IL,Williamson County,8533,36261
2004,IL,Winnebago County,36226,43942
2004,IL,Woodford County,2201,57561
2004,IN,Indiana,683371,43217
2004,IN,Adams County,42902,50229
2004,IN,Allen County,38569,42867
2004,IN,Bartholomew County,6716,47091
2004,IN,Benton County,17691,47431
2004,IN,Blackford County,1509,36551
2004,IN,Boone County,5097,32721
2004,IN,Brown County,602,37744
2004,IN,Carroll County,3836,29437
2004,IN,Cass County,1464,37819
2004,IN,Clark County,3600,30681
2004,IN,Clay County,1913,31194
2004,IN,Clinton County,2589,48926
2004,IN,Crawford County,8244,36527
2004,IN,Daviess County,3956,37456
2004,IN,Dearborn County,3622,54101
2004,IN,Decatur County,6029,28148
2004,IN,De Kalb County,3422,46930
2004,IN,Delaware County,16686,35843
2004,IN,Dubois County,2519,50215
2004,IN,Elkhart County,19596,46897
2004,IN,Fayette County,3133,30595
2004,IN,Floyd County,13548,37778
2004,IN,Fountain County,1762,40879
2004,IN,Franklin County,5427,29234
2004,IN,Fulton County,2091,27239
2004,IN,Gibson County,2954,44752
2004,IN,Grant County,1902,40777
2004,IN,Greene County,2544,22439
2004,IN,Hamilton County,2295,26411
2004,IN,Hancock County,2061,24297
2004,IN,Harrison County,3232,46893
2004,IN,Hendricks County,6477,63058
2004,IN,Henry County,2825,32441
2004,IN,Howard County,2162,29555
2004,IN,Huntington County,3127,43165
2004,IN,Jackson County,8161,33733
2004,IN,Jasper County,1828,40290
2004,IN,Jay County,2444,38167
2004,IN,Jefferson County,99413,38520
2004,IN,Jennings County,2961,41330
2004,IN,Johnson County,3857,30192
2004,IN,Knox County,6661,36358
2004,IN,Kosciusko County,5925,48998
2004,IN,Lagrange County,2802,46841
2004,IN,Lake County,10067,32757
2004,IN,La Porte County,11791,41906
2004,IN,Lawrence County,5067,34998
2004,IN,Madison County,34058,49441
2004,IN,Marion County,5237,28781
2004,IN,Marshall County,13378,34855
2004,IN,Martin County,11100,45341
2004,IN,Miami County,3826,41280
2004,IN,Monroe County,4366,30228
2004,IN,Montgomery County,40905,35680
2004,IN,Morgan County,15741,40978
2004,IN,Newton County,1639,26925
2004,IN,Noble County,4075,44255
2004,IN,Ohio County,447,43448
2004,IN,Orange County,300866,58605
